receipe,ingredients
Minced beef and vegetable filo pie,250g lean minced beef
Minced beef and vegetable filo pie,"1 carrot, diced small"
Minced beef and vegetable filo pie,"150g sweet potato, peeled and diced into small pieces"
Minced beef and vegetable filo pie,2 tsp plain flour
Minced beef and vegetable filo pie,1 tsp tomato puree
Minced beef and vegetable filo pie,good pinch white pepper
Minced beef and vegetable filo pie,pinch dried thyme
Minced beef and vegetable filo pie,"1 reduced-salt beef stock cube, dissolved in 300ml water"
Minced beef and vegetable filo pie,75g defrosted frozen peas
Minced beef and vegetable filo pie,2 sprays rapeseed oil
Minced beef and vegetable filo pie,150g filo pastry (approx. 3 sheets)
Tasty layered potatoes,Ingredients
Tasty layered potatoes,1.25kg thinly sliced potatoes
Tasty layered potatoes,3 cloves sliced garlic
Tasty layered potatoes,1 tbsp fresh thyme
Tasty layered potatoes,2 tbsp olive oil
Tasty layered potatoes,Ingredients
Tasty layered potatoes,"1 egg, beaten"
Tasty layered potatoes,2 tbsp 0% fat Greek-style yogurt
Tasty layered potatoes,1 heaped tsp cornflour
Tasty layered potatoes,"15g reduced-fat Cheddar, finely grated"
Tasty layered potatoes,"2 spring onions, finely chopped"
Tasty layered potatoes,"40g frozen sweetcorn, defrosted"
Tasty layered potatoes,good grind black pepper
Tasty layered potatoes,half tsp rapeseed oil
Microwave mug: Sweetcorn and Cheddar crustless quiche,Ingredients
Microwave mug: Sweetcorn and Cheddar crustless quiche,1.25kg thinly sliced potatoes
Microwave mug: Sweetcorn and Cheddar crustless quiche,3 cloves sliced garlic
Microwave mug: Sweetcorn and Cheddar crustless quiche,1 tbsp fresh thyme
Microwave mug: Sweetcorn and Cheddar crustless quiche,2 tbsp olive oil
Microwave mug: Sweetcorn and Cheddar crustless quiche,Ingredients
Microwave mug: Sweetcorn and Cheddar crustless quiche,"1 egg, beaten"
Microwave mug: Sweetcorn and Cheddar crustless quiche,2 tbsp 0% fat Greek-style yogurt
Microwave mug: Sweetcorn and Cheddar crustless quiche,1 heaped tsp cornflour
Microwave mug: Sweetcorn and Cheddar crustless quiche,"15g reduced-fat Cheddar, finely grated"
Microwave mug: Sweetcorn and Cheddar crustless quiche,"2 spring onions, finely chopped"
Microwave mug: Sweetcorn and Cheddar crustless quiche,"40g frozen sweetcorn, defrosted"
Microwave mug: Sweetcorn and Cheddar crustless quiche,good grind black pepper
Microwave mug: Sweetcorn and Cheddar crustless quiche,half tsp rapeseed oil
Tartiflette (breakfast stir-fry),Ingredients
Tartiflette (breakfast stir-fry),150g baby potatoes
Tartiflette (breakfast stir-fry),2 tsp rapeseed oil
Tartiflette (breakfast stir-fry),"150g button mushrooms, quartered"
Tartiflette (breakfast stir-fry),"6 spring onions, trimmed and chopped into 1cm pieces"
Tartiflette (breakfast stir-fry),1 heaped tsp plain flour
Tartiflette (breakfast stir-fry),150ml skimmed milk
Tartiflette (breakfast stir-fry),"30g mature Cheddar, grated"
Tartiflette (breakfast stir-fry),"black pepper, to season"
Tartiflette (breakfast stir-fry),Ingredients
Tartiflette (breakfast stir-fry),"1 skinless and boneless salmon steak, cubed (150g)"
Tartiflette (breakfast stir-fry),1 tsp toasted sesame oil
Tartiflette (breakfast stir-fry),half tsp Chinese five-spice powder
Tartiflette (breakfast stir-fry),"70g broccoli, broken into small florets"
Tartiflette (breakfast stir-fry),"2 spring onions, finely chopped"
Microwave mug: Sesame salmon and broccoli,Ingredients
Microwave mug: Sesame salmon and broccoli,150g baby potatoes
Microwave mug: Sesame salmon and broccoli,2 tsp rapeseed oil
Microwave mug: Sesame salmon and broccoli,"150g button mushrooms, quartered"
Microwave mug: Sesame salmon and broccoli,"6 spring onions, trimmed and chopped into 1cm pieces"
Microwave mug: Sesame salmon and broccoli,1 heaped tsp plain flour
Microwave mug: Sesame salmon and broccoli,150ml skimmed milk
Microwave mug: Sesame salmon and broccoli,"30g mature Cheddar, grated"
Microwave mug: Sesame salmon and broccoli,"black pepper, to season"
Microwave mug: Sesame salmon and broccoli,Ingredients
Microwave mug: Sesame salmon and broccoli,"1 skinless and boneless salmon steak, cubed (150g)"
Microwave mug: Sesame salmon and broccoli,1 tsp toasted sesame oil
Microwave mug: Sesame salmon and broccoli,half tsp Chinese five-spice powder
Microwave mug: Sesame salmon and broccoli,"70g broccoli, broken into small florets"
Microwave mug: Sesame salmon and broccoli,"2 spring onions, finely chopped"
Tandoori chicken and vegetables,Ingredients
Tandoori chicken and vegetables,300g skinless chicken breast
Tandoori chicken and vegetables,1 tbsp low-fat natural yogurt
Tandoori chicken and vegetables,1 tsp paprika
Tandoori chicken and vegetables,1 tsp ground cumin
Tandoori chicken and vegetables,1 tsp turmeric
Tandoori chicken and vegetables,"4 tomatoes, halved"
Tandoori chicken and vegetables,1 tsp garam masala
Tandoori chicken and vegetables,1 tsp rapeseed oil
Tandoori chicken and vegetables,"2 large red onions, quartered"
Tandoori chicken and vegetables,"1 red pepper, cut into 8 pieces"
Tandoori chicken and vegetables,Ingredients
Tandoori chicken and vegetables,1 large banana (150g peeled weight)
Tandoori chicken and vegetables,"1 egg, beaten"
Tandoori chicken and vegetables,4 heaped tsp good-quality cocoa powder
Tandoori chicken and vegetables,6 tsp artificial sweetener
Tandoori chicken and vegetables,60g 0% fat Greek-style yogurt
Tandoori chicken and vegetables,1 tsp almond extract
Tandoori chicken and vegetables,third tsp gluten-free baking powder
"Microwave mug: Chocolate, banana and almond cups",Ingredients
"Microwave mug: Chocolate, banana and almond cups",300g skinless chicken breast
"Microwave mug: Chocolate, banana and almond cups",1 tbsp low-fat natural yogurt
"Microwave mug: Chocolate, banana and almond cups",1 tsp paprika
"Microwave mug: Chocolate, banana and almond cups",1 tsp ground cumin
"Microwave mug: Chocolate, banana and almond cups",1 tsp turmeric
"Microwave mug: Chocolate, banana and almond cups","4 tomatoes, halved"
"Microwave mug: Chocolate, banana and almond cups",1 tsp garam masala
"Microwave mug: Chocolate, banana and almond cups",1 tsp rapeseed oil
"Microwave mug: Chocolate, banana and almond cups","2 large red onions, quartered"
"Microwave mug: Chocolate, banana and almond cups","1 red pepper, cut into 8 pieces"
"Microwave mug: Chocolate, banana and almond cups",Ingredients
"Microwave mug: Chocolate, banana and almond cups",1 large banana (150g peeled weight)
"Microwave mug: Chocolate, banana and almond cups","1 egg, beaten"
"Microwave mug: Chocolate, banana and almond cups",4 heaped tsp good-quality cocoa powder
"Microwave mug: Chocolate, banana and almond cups",6 tsp artificial sweetener
"Microwave mug: Chocolate, banana and almond cups",60g 0% fat Greek-style yogurt
"Microwave mug: Chocolate, banana and almond cups",1 tsp almond extract
"Microwave mug: Chocolate, banana and almond cups",third tsp gluten-free baking powder
Tandoori chicken chapatti,Ingredients
Tandoori chicken chapatti,"half red pepper, thinly sliced"
Tandoori chicken chapatti,"half red onion, thinly sliced"
Tandoori chicken chapatti,"handful fresh coriander, roughly chopped"
Tandoori chicken chapatti,juice half lime
Tandoori chicken chapatti,1 tbsp fat-free Greek yogurt
Tandoori chicken chapatti,1 tsp tandoori paste
Tandoori chicken chapatti,"100g cold, cooked chicken, chopped"
Tandoori chicken chapatti,2 chapattis (approx. 60g each)
Tandoori chicken chapatti,2 handfuls mixed salad leaves
Tandoori chicken chapatti,Ingredients
Tandoori chicken chapatti,"1 egg, beaten"
Tandoori chicken chapatti,1 heaped tbsp natural low-fat yogurt
Tandoori chicken chapatti,good pinch white pepper
Tandoori chicken chapatti,"10g half-fat Cheddar, grated"
Tandoori chicken chapatti,"5g Parmesan, finely grated"
Tandoori chicken chapatti,"1 spring onion, finely chopped"
Tandoori chicken chapatti,"40g frozen peas, defrosted"
Tandoori chicken chapatti,1 heaped tbsp wholemeal flour
Tandoori chicken chapatti,third tsp baking powder or bicarbonate of soda
Tandoori chicken chapatti,1 heaped tsp chopped chives (save a few to garnish)
Tandoori chicken chapatti,half tsp sunflower oil
Tandoori chicken chapatti,pinch paprika
Microwave mug: Cheesy chive and pea muffin,Ingredients
Microwave mug: Cheesy chive and pea muffin,"half red pepper, thinly sliced"
Microwave mug: Cheesy chive and pea muffin,"half red onion, thinly sliced"
Microwave mug: Cheesy chive and pea muffin,"handful fresh coriander, roughly chopped"
Microwave mug: Cheesy chive and pea muffin,juice half lime
Microwave mug: Cheesy chive and pea muffin,1 tbsp fat-free Greek yogurt
Microwave mug: Cheesy chive and pea muffin,1 tsp tandoori paste
Microwave mug: Cheesy chive and pea muffin,"100g cold, cooked chicken, chopped"
Microwave mug: Cheesy chive and pea muffin,2 chapattis (approx. 60g each)
Microwave mug: Cheesy chive and pea muffin,2 handfuls mixed salad leaves
Microwave mug: Cheesy chive and pea muffin,Ingredients
Microwave mug: Cheesy chive and pea muffin,"1 egg, beaten"
Microwave mug: Cheesy chive and pea muffin,1 heaped tbsp natural low-fat yogurt
Microwave mug: Cheesy chive and pea muffin,good pinch white pepper
Microwave mug: Cheesy chive and pea muffin,"10g half-fat Cheddar, grated"
Microwave mug: Cheesy chive and pea muffin,"5g Parmesan, finely grated"
Microwave mug: Cheesy chive and pea muffin,"1 spring onion, finely chopped"
Microwave mug: Cheesy chive and pea muffin,"40g frozen peas, defrosted"
Microwave mug: Cheesy chive and pea muffin,1 heaped tbsp wholemeal flour
Microwave mug: Cheesy chive and pea muffin,third tsp baking powder or bicarbonate of soda
Microwave mug: Cheesy chive and pea muffin,1 heaped tsp chopped chives (save a few to garnish)
Microwave mug: Cheesy chive and pea muffin,half tsp sunflower oil
Microwave mug: Cheesy chive and pea muffin,pinch paprika
Tabbouleh,Ingredients
Tabbouleh,150g bulgar wheat
Tabbouleh,"3 tbsp fresh parsley, chopped"
Tabbouleh,"3 tbsp fresh mint, chopped"
Tabbouleh,"125g cherry tomatoes, quartered"
Tabbouleh,"half cucumber, finely chopped"
Tabbouleh,"1 bunch spring onions, finely sliced"
Tabbouleh,zest and juice half lemon
Tabbouleh,2 tbsp olive oil
Tabbouleh,freshly ground black pepper
Tabbouleh,Ingredients
Tabbouleh,35g porridge oats
Tabbouleh,1 tsp artificial sweetener
Tabbouleh,"1 tsp cinnamon, plus pinch to top"
Tabbouleh,"1 small apple, chopped small"
Tabbouleh,25ml semi-skimmed milk
Microwave mug: Apple and cinnamon fruity porridge,Ingredients
Microwave mug: Apple and cinnamon fruity porridge,150g bulgar wheat
Microwave mug: Apple and cinnamon fruity porridge,"3 tbsp fresh parsley, chopped"
Microwave mug: Apple and cinnamon fruity porridge,"3 tbsp fresh mint, chopped"
Microwave mug: Apple and cinnamon fruity porridge,"125g cherry tomatoes, quartered"
Microwave mug: Apple and cinnamon fruity porridge,"half cucumber, finely chopped"
Microwave mug: Apple and cinnamon fruity porridge,"1 bunch spring onions, finely sliced"
Microwave mug: Apple and cinnamon fruity porridge,zest and juice half lemon
Microwave mug: Apple and cinnamon fruity porridge,2 tbsp olive oil
Microwave mug: Apple and cinnamon fruity porridge,freshly ground black pepper
Microwave mug: Apple and cinnamon fruity porridge,Ingredients
Microwave mug: Apple and cinnamon fruity porridge,35g porridge oats
Microwave mug: Apple and cinnamon fruity porridge,1 tsp artificial sweetener
Microwave mug: Apple and cinnamon fruity porridge,"1 tsp cinnamon, plus pinch to top"
Microwave mug: Apple and cinnamon fruity porridge,"1 small apple, chopped small"
Microwave mug: Apple and cinnamon fruity porridge,25ml semi-skimmed milk
Szechuan chicken,Ingredients
Szechuan chicken,1 tsp Szechuan/Sichuan pepper
Szechuan chicken,juice half lemon
Szechuan chicken,2 tsp rapeseed oil
Szechuan chicken,"350g chicken breast, cut into strips"
Szechuan chicken,"1 small red chilli, sliced into rings"
Szechuan chicken,"4cm fresh ginger, finely chopped"
Szechuan chicken,"2 garlic cloves, sliced"
Szechuan chicken,"3 spring onions, cut into pieces"
Szechuan chicken,1 heaped tsp Chinese five-spice powder
Szechuan chicken,20g sesame seeds
Szechuan chicken,1 tbsp tomato puree
Szechuan chicken,Ingredients
Szechuan chicken,"160g tin tuna in spring water, drained"
Szechuan chicken,"1 tsp mild chilli powder (hot, if you prefer)"
Szechuan chicken,1 tsp cumin
Szechuan chicken,1 tsp dried oregano
Szechuan chicken,1 tbsp tomato puree
Szechuan chicken,"3 spring onions, finely chopped"
Szechuan chicken,"half red pepper, finely chopped"
Szechuan chicken,"1 large fresh tomato, finely chopped"
Szechuan chicken,1 tbsp finely chopped fresh coriander
Szechuan chicken,juice 1 lime
Szechuan chicken,2 tbsp 0% Greek yogurt
Mexican tuna pate,Ingredients
Mexican tuna pate,1 tsp Szechuan/Sichuan pepper
Mexican tuna pate,juice half lemon
Mexican tuna pate,2 tsp rapeseed oil
Mexican tuna pate,"350g chicken breast, cut into strips"
Mexican tuna pate,"1 small red chilli, sliced into rings"
Mexican tuna pate,"4cm fresh ginger, finely chopped"
Mexican tuna pate,"2 garlic cloves, sliced"
Mexican tuna pate,"3 spring onions, cut into pieces"
Mexican tuna pate,1 heaped tsp Chinese five-spice powder
Mexican tuna pate,20g sesame seeds
Mexican tuna pate,1 tbsp tomato puree
Mexican tuna pate,Ingredients
Mexican tuna pate,"160g tin tuna in spring water, drained"
Mexican tuna pate,"1 tsp mild chilli powder (hot, if you prefer)"
Mexican tuna pate,1 tsp cumin
Mexican tuna pate,1 tsp dried oregano
Mexican tuna pate,1 tbsp tomato puree
Mexican tuna pate,"3 spring onions, finely chopped"
Mexican tuna pate,"half red pepper, finely chopped"
Mexican tuna pate,"1 large fresh tomato, finely chopped"
Mexican tuna pate,1 tbsp finely chopped fresh coriander
Mexican tuna pate,juice 1 lime
Mexican tuna pate,2 tbsp 0% Greek yogurt
Sweet potato pudding cake,Ingredients
Sweet potato pudding cake,"900g sweet potatoes, peeled and chopped"
Sweet potato pudding cake,25g butter
Sweet potato pudding cake,100g soft dark-brown sugar
Sweet potato pudding cake,grated zest and juice 1 lime
Sweet potato pudding cake,4 eggs
Sweet potato pudding cake,4 tbsp skimmed milk
Sweet potato pudding cake,half tsp ground cinnamon
Sweet potato pudding cake,half tsp ground nutmeg
Sweet potato pudding cake,2 tsp baking powder
Sweet potato pudding cake,75g raisins
Sweet potato pudding cake,Ingredients
Sweet potato pudding cake,225g dried pasta shapes
Sweet potato pudding cake,"10 cherry tomatoes, quartered"
Sweet potato pudding cake,"10 black olives, sliced"
Sweet potato pudding cake,"quarter cucumber, chopped"
Sweet potato pudding cake,"half red onion, thinly sliced"
Sweet potato pudding cake,"40g Feta cheese, crumbled"
Sweet potato pudding cake,"15g pine nuts, toasted"
Sweet potato pudding cake,1 tbsp olive oil
Sweet potato pudding cake,1 tbsp balsamic vinegar
Sweet potato pudding cake,handful basil leaves
Mediterranean pasta salad,Ingredients
Mediterranean pasta salad,"900g sweet potatoes, peeled and chopped"
Mediterranean pasta salad,25g butter
Mediterranean pasta salad,100g soft dark-brown sugar
Mediterranean pasta salad,grated zest and juice 1 lime
Mediterranean pasta salad,4 eggs
Mediterranean pasta salad,4 tbsp skimmed milk
Mediterranean pasta salad,half tsp ground cinnamon
Mediterranean pasta salad,half tsp ground nutmeg
Mediterranean pasta salad,2 tsp baking powder
Mediterranean pasta salad,75g raisins
Mediterranean pasta salad,Ingredients
Mediterranean pasta salad,225g dried pasta shapes
Mediterranean pasta salad,"10 cherry tomatoes, quartered"
Mediterranean pasta salad,"10 black olives, sliced"
Mediterranean pasta salad,"quarter cucumber, chopped"
Mediterranean pasta salad,"half red onion, thinly sliced"
Mediterranean pasta salad,"40g Feta cheese, crumbled"
Mediterranean pasta salad,"15g pine nuts, toasted"
Mediterranean pasta salad,1 tbsp olive oil
Mediterranean pasta salad,1 tbsp balsamic vinegar
Mediterranean pasta salad,handful basil leaves
Sweet potato crab cakes with green chilli dip,Ingredients
Sweet potato crab cakes with green chilli dip,"200g sweet potato, boiled and mashed"
Sweet potato crab cakes with green chilli dip,1 tbsp flour (plus a little for dusting)
Sweet potato crab cakes with green chilli dip,"1 egg, beaten"
Sweet potato crab cakes with green chilli dip,good pinch pepper
Sweet potato crab cakes with green chilli dip,"20g fresh dill, chopped"
Sweet potato crab cakes with green chilli dip,"3 spring onions, finely chopped"
Sweet potato crab cakes with green chilli dip,"200g cooked crab meat, dark and brown"
